"","","","","",
"Serpent of Eternity, The","divine level unknown","not listed","not listed","Dragon magazine #27 - The Mythos of Africa in Dungeons & Dragons",
"Sess'innek","Demigod","Chaotic Evil","civilization, dominion","On Hallowed Ground, Monster Mythology",
"Set (Sseth)","Greater deity/Intermediate deity","Chaotic Evil (Lawful Evil)","Ambition, betrayal, chaos, Darkness, desert storms, destruction, drought, evil, evil magic, hate, Malice, murder, night, poison, predators and carrion-eaters, rot, snakes, the desert","Sandstorm, Serpent Kingdoms, Faiths & Pantheons, Deities & Demigods (Third Edition), Dragon magazine #283 - Do-It-Yourself Deities, Powers & Pantheons, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Shadow, The","divine level unknown","Chaotic Evil","Dark magic and the corruption of nature","Eberron Campaign Setting",
"Shaka-Nyorai","divine level unknown","not listed","not listed","Dragon magazine #13 - The Japanese Mythos",
"Shakak","Greater deity","Chaotic Evil","winter","Deities & Demigods (First Edition)",
"Shaliroi","divine level unknown","not listed","Water","Dragon magazine #24 - Choir Practice at the First Church of Lawful Evil (Orthodox): The Ramifications of Alignment",
"Shami-Amourae","Demigoddess","Chaotic Evil","Debased eros","Dungeon magazine #5 - The Stolen Power",
"Shan Hai Ching","Greater deity","Lawful Neutral","Wind and sea","Dragon magazine #283 - Do-It-Yourself Deities, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Shang-ti","Greater deity","Lawful Neutral (Lawful Good)","creation, leadership, social order, The heavens","Dragon magazine #283 - Do-It-Yourself Deities, Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Shango","Greater deity","Chaotic Evil","power, storms, the Yoruba tribe","Dragon magazine #191 - An African Genesis, Dragon magazine #27 - The Mythos of Africa in Dungeons & Dragons",
"Shar","Greater deity","Neutral Evil","betrayal, caverns, dark, dungeons, forgetfulness, hatred, hiding places, Illusions, Lies, loss, murder, night, nightmares, seduction, sleep, the Underdark, thievery, thieves, treachery, Trickery, unrevealed secrets, winter","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Arcane Age: The Empire of Netheril, On Hallowed Ground, Faiths & Avatars, Forgotten Realms Adventures, Dragon magazine #54 - Down-to-earth divinity",
"Sharess","Demigoddess","Chaotic Good","Cats, excess, festhalls, Hedonism, lust, pleasure, pleasure seekers, sensual fulfillment","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Warriors of Heaven, Powers & Pantheons",
"Shargaas","Lesser deity/Intermediate deity","Chaotic Evil (Neutral Evil)","Darkness, night, Stealth, the Underdark, thieves, undead","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Faiths & Pantheons, On Hallowed Ground, Monster Mythology, Dragon magazine #62 - The Gods of the Orcs",
"Sharindlar","Intermediate deity","Chaotic Good","courtship, dancing, fertility, healing, mercy, Romantic love, The moon","Faiths & Pantheons, Demihuman Deities",
"Shashuk","divine level unknown","Chaotic Evil","Servant of Kala Kala","The Unknown Gods",
"Shaundakul","Lesser deity","Chaotic Neutral","caravans, exploration, long-range traders, miners, Portals, travel, windghosts","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Warriors of Heaven, On Hallowed Ground, Faiths & Avatars",
"Sheela Peryroyl","Intermediate deity/Lesser deity","Neutral (Neutral Good)","agriculture, Beauty, dance, nature, Romantic love, song, weather","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Races of the Wild, Faiths & Pantheons, Living Greyhawk Journal no. 3 - Gods of Oerth, Warriors of Heaven, Demihuman Deities, On Hallowed Ground, Monster Mythology, Dragon magazine #171 - Defenders of the Hearth, Dragon magazine #59 - The Gods of the Halflings",
"Shekinester (Ssharstrune)","Greater deity","Lawful Good/Chaotic Good/Neutral/Lawful Evil/Chaotic Evil (Neutral Evil) (Neutral)","acquisition, creation maintenance, destruction, knowledge, nagas, power, Varies by aspect","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Serpent Kingdoms, Defenders of the Faith, Warriors of Heaven, On Hallowed Ground, Monster Mythology",
"Shevarash","Demigod","Chaotic Neutral","crusades, Hatred of the drow, loss, revenge, vengeance","Weapons of Legacy, Faiths & Pantheons, Demihuman Deities",
"Sheyanna Flaxenstrand","Intermediate deity","Chaotic Good","Beauty, Love, passion","Races of Stone",
"Shi-Tenno","divine level unknown","not listed","protecting the world from the attacks of demons","Dragon magazine #13 - The Japanese Mythos",
"Shiallia","Demigoddess","Neutral Good","growth, korreds, Neverwinter Wood, the High Forest, woodland fertility, Woodland glades","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Warriors of Heaven, Powers & Pantheons, The Savage Frontier",
"Shichifukujin","Lesser deities","Chaotic Good, Lawful Good, Neutral Good","as listed, happiness collectively","Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition)",
"Shimmering One, The","divine level unknown","Chaotic Good","Beauty, moon","Kingdoms of Kalamar Campaign Setting",
"Shina-Tsu-Hiko","Intermediate deity","Chaotic Neutral","Winds","On Hallowed Ground, Legends & Lore (Second Edition)",
"Shinare","Intermediate deity","Lawful Neutral (Neutral)","commerce, freedom, travel, Wealth","Dragonlance Campaign Setting (Third Edition), On Hallowed Ground, Dragonlance Adventures",
"Shindra","divine level unknown","Lawful Evil","Dancing girls","The Unknown Gods",
"Shiva","divine level unknown","not listed","The beasts","Gods, Demi-Gods & Heroes",
"Shoki","divine level unknown","not listed","not listed","Dragon magazine #13 - The Japanese Mythos",
"Shou Hsing","Intermediate deity","Chaotic Neutral","Long life","Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition)",
"Shu","Intermediate deity/Lesser deity","Lawful Good","the atmosphere, the desert and light, the sky, Winds","Dragon magazine #283 - Do-It-Yourself Deities, Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Shub-Niggurath","Intermediate deity/Lesser deity","Chaotic Neutral (Chaotic Evil)","Procreation","Call of Cthulhu d20, Deities & Demigods (First Edition)",
"Shudde M'ell","Demigod","Chaotic Neutral","Earth","Call of Cthulhu d20",
"Shulpae","divine level unknown","not listed","feasting","Dragon magazine #16 - Near Eastern Mythos",
"Siamorphe","Demigoddess","Lawful Neutral","human royalty, nobility, Nobles, rightful rule of nobility","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Warriors of Heaven, Powers & Pantheons",
"Siduri","divine level unknown","not listed","not listed","Dragon magazine #16 - Near Eastern Mythos",
"Sif","Lesser deity/Intermediate deity","Chaotic Good","dueling, excellence, skill, War, warriors","Deities & Demigods (Third Edition), Dragon magazine #283 - Do-It-Yourself Deities, Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Sifraniska","divine level unknown","Lawful Evil","Hamaguans","http://www.wizards.com/default.asp?x=dnd/psb/20030523c",
"Silvanus","Greater deity","Neutral","druids, Forests, wild nature","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Warriors of Heaven, On Hallowed Ground, Faiths & Avatars, Forgotten Realms Adventures, Dragon magazine #54 - Down-to-earth divinity, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Silver Flame, The","divine level unknown","Lawful Good","protection from supernatural evil","Eberron Campaign Setting",
"Sinakad","divine level unknown","Lawful Good","Mercy for the trapped","The Unknown Gods",
"Sinetar","divine level unknown","not listed","not listed","Gods, Demi-Gods & Heroes",
"Sirrion","Intermediate deity","Chaotic Neutral (Neutral)","change, Fire, strength, sun","Dragonlance Campaign Setting (Third Edition), On Hallowed Ground, Dragonlance Adventures",
"Siva","Greater deity/Intermediate deity","Neutral Evil","destruction","On Hallowed Ground, Legends & Lore (Second Edition)",
"Sixin","Intermediate deity/Lesser deity","Lawful Evil","deception, intruige, War, Xills","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Defenders of the Faith",
"Sjofn","divine level unknown","not listed","Love","Gods, Demi-Gods & Heroes",
"Skadi","Lesser deity","Neutral (Chaotic Good)","Earth, Mountains, skiing, winter","Deities & Demigods (Third Edition), Dragon magazine #110 - For Better or Norse: I",
"Skama","divine level unknown","Neutral Good","agriculture, childbirth, Rime Isle","Lankhmar, City of Adventure (Second Edition)",
"Skerrit","Lesser deity","Neutral Good (Neutral) (Chaotic Good)","Centaurs, Community, natural balances","http://www.wizards.com/rpga/downloads/LGBBSS_v1-0.zip, http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Defenders of the Faith, Warriors of Heaven, On Hallowed Ground, Monster Mythology, Deities & Demigods (First Edition)",
"Skiggaret","Demigod","Chaotic Evil","fear","On Hallowed Ground, Monster Mythology",
"Skillful & Percipient One","divine level unknown","not listed","Craftsmanship and magic","Dragon magazine #16 - Near Eastern Mythos",
"Skoraeus Stonebones","Intermediate deity/Lesser deity","Neutral","arts and craftsmanship (stone giants only), stone giants","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Defenders of the Faith, On Hallowed Ground, Giantcraft, Monster Mythology, Deities & Demigods (First Edition)",
"Slarsken Obel","divine level unknown","not listed","Evolution (social Darwinism)","Dragon magazine #24 - Choir Practice at the First Church of Lawful Evil (Orthodox): The Ramifications of Alignment",
"Snake (Snake-Man)","Lesser deity/Greater deity","Neutral Good (Chaotic Good)","Reptiles and aging","Legends & Lore (Second Edition), Deities & Demigods (First Edition)",
"Sneel","Lesser deity","Chaotic Evil","Rats","Dragon magazine #54 - Down-to-earth divinity",
"Snotra","divine level unknown","not listed","Virtue","Gods, Demi-Gods & Heroes",
"So","divine level unknown","Lawful Good","lightning, ram-men, retribution, thunder, Zande witches","Dragon magazine #215 - The Deities of Africa",
"Sobek (Sebek) (Suchos)","Demigod/Lesser deity","Lawful Evil (Neutral Evil)","crocodiles, marshes, river hazards, rivers, Water, werecrocodiles, wetlands","Sandstorm, Serpent Kingdoms, Deities & Demigods (Third Edition), Powers & Pantheons, Imagine magazine #16 - Two Powerful New Immortals for the AD&D Game",
"Sog-Morthoth","divine level unknown","not listed","Devolution","Dragon magazine #24 - Choir Practice at the First Church of Lawful Evil (Orthodox): The Ramifications of Alignment",
"Soggelos","Lesser deity","Chaotic Good","creativity, Water","Ghostwalk",
"Solanil","divine level unknown","Neutral Good","oases","Sandstorm",
"Solinari","Intermediate deity","Lawful Good","arcane knowledge, magic","Dragonlance Campaign Setting (Third Edition), Warriors of Heaven, On Hallowed Ground, Dragonlance Adventures",
"Solis","divine level unknown","Lawful Good","the sun","Dragon magazine #283 - Do-It-Yourself Deities",
"Solonor Thelandira","Intermediate deity/Lesser deity","Chaotic Good","archery, Hunting, wilderness survival","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Faiths & Pantheons, Living Greyhawk Journal no. 3 - Gods of Oerth, Warriors of Heaven, Demihuman Deities, On Hallowed Ground, Monster Mythology, Dragon magazine #60 - The Gods of the Elves",
"Soma","Intermediate deity","Chaotic Good","moon, plants, prophecy","Warriors of Heaven, Legends & Lore (Second Edition)",
"Sonponno","divine level unknown","Neutral Evil","Smallpox and related diseases","Dragon magazine #191 - An African Genesis",
"Soorinek","Demigoddess","Lawful Evil","betrayal, intrigue, secrets","Races of Destiny",
"Sotillion","Lesser deity","Chaotic Good (Chaotic Neutral)","comfort, ease, South wind, summer","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Dragon magazine #264 - The Oeridian Lesser Gods, Warriors of Heaven, Player's Guide to Greyhawk, The Temple of Elemental Evil",
"Sotko's Daughters","divine levels unknown","not listed","not listed","Gods, Demi-Gods & Heroes",
"Speaker of the Word, The","divine level unknown","Lawful Good","ethics, Honor, oaths","Kingdoms of Kalamar Campaign Setting",
"Spider God","Demigod","Chaotic Evil","fear","Deities & Demigods (First Edition)",
"Spirits","Demigods","varies","varies","Legends & Lore (Second Edition)",
"Squelaiche","Demigod","Chaotic Neutral (Chaotic Good)","illusion, Trickery","On Hallowed Ground, Monster Mythology",
"Squerrik","Lesser deity","Lawful Evil","concealment, disguise, thievery, wererats","http://www.wizards.com/rpga/downloads/LG_Deities.zip, On Hallowed Ground, Monster Mythology",
"Sseth (Merrshaulk) (Varae)","Intermediate deity","Chaotic Evil (Chaotic Neutral)","beasts, Intelligent snakes, ophidians, poison, predators, renegade spirit nagas, somnolence, Yuan-ti","Serpent Kingdoms, Powers & Pantheons",
"Ssrrpt'ck","Lesser deity","Lawful Neutral","Flymen","White Dwarf magazine #40 - Inhuman Gods part II",
"St. Cuthbert","Intermediate deity/Lesser deity","Lawful Good (Lawful Neutral)","common sense, dedication, Discipline, forthrightness, honesty, retribution, truth, wisdom, zeal","Dragon magazine #358 - Core Beliefs: Saint Cuthbert, http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Player's Handbook (Third Edition Revised), Deities & Demigods (Third Edition), Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Player's Handbook (Third Edition), Warriors of Heaven, Player's Guide to Greyhawk, On Hallowed Ground, Greyspace, Greyhawk Adventures, The Temple of Elemental Evil, Dragon magazine #67 - The Deities & Demigods of the World of Greyhawk",
"Stalker","Demigod","Neutral Evil","Cold, death, hate","On Hallowed Ground, Monster Mythology",
"Stern Alia","Demigoddess","Lawful Neutral (Lawful Evil)","law, motherhood, Oerdian culture","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Dragon magazine #287 - Chainmail: The Armies of Thalos, Living Greyhawk Journal no. 3 - Gods of Oerth",
"Stillsong","divine level unknown","Neutral Good","Unknown","On Hallowed Ground, Monster Mythology",
"Storm Lord, The","divine level unknown","Chaotic Neutral","lightning, storms, thunder","Kingdoms of Kalamar Campaign Setting",
"Straasha","Lesser deity","Neutral","Water, water elementals","Dragon magazine #54 - Down-to-earth divinity, Deities & Demigods (First Edition)",
"Stribog","divine level unknown","Lawful Evil","wind, winter","Dragon magazine #290 - Red Sails: Bright Sun, Mother Earth",
"Stronmaus","Greater deity","Chaotic Good (Neutral Good)","Cloud giants, Joy, Seas, Sky, storm giants, sun, weather","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Defenders of the Faith, Warriors of Heaven, On Hallowed Ground, Giantcraft, Monster Mythology",
"Suka-Na-Biko (Momotaro)","divine level unknown","not listed","not listed","Dragon magazine #13 - The Japanese Mythos",
"Sulerain","divine level unknown","Neutral Evil","slaughter","Complete Warrior",
"Sun","Intermediate deity","Chaotic Neutral","heat, Light","Legends & Lore (Second Edition)",
"Sune","Greater deity","Chaotic Good","Beauty, charisma, Love, passion","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Warriors of Heaven, On Hallowed Ground, Faiths & Avatars, Forgotten Realms Adventures, Dragon magazine #54 - Down-to-earth divinity",
"Sung Chiang (No Cha)","Intermediate deity/Demigod","Neutral Evil","thievery, thieves","Dragon magazine #283 - Do-It-Yourself Deities, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Sunnis","Demigoddess","Neutral Good","Earth","Warriors of Heaven",
"Suonetar","divine level unknown","not listed","not listed","Gods, Demi-Gods & Heroes",
"Surma","Demigod","Neutral Evil","death","On Hallowed Ground, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Surminare","Lesser deity","Neutral Good (Neutral)","Beauty, peace, Selkies","Warriors of Heaven, On Hallowed Ground, Monster Mythology",
"Surtr (Surtur)","Lesser deity/Intermediate deity","Lawful Evil","Fire, fire giants, War","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Deities & Demigods (Third Edition), Defenders of the Faith, Dragon magazine #283 - Do-It-Yourself Deities, Legends & Lore (Second Edition), Deities & Demigods (First Edition)",
"Surya (Salilri)","Intermediate deity/Greater deity","Lawful Good","Morning and evening, sun","Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Susanoo (Susanowo) (Susano)","Intermediate deity/Greater deity","Chaotic Neutral","Forests, Seas, storms","On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Dragon magazine #13 - The Japanese Mythos",
"Suthak","divine level unknown","Chaotic Good","fertility","The Unknown Gods",
"Suvetar","divine level unknown","not listed","summer","Gods, Demi-Gods & Heroes",
"Svantovit","divine level unknown","Neutral","bounty, prosperity, War","Dragon magazine #290 - Red Sails: Bright Sun, Mother Earth",
"Svarog","divine level unknown","Lawful Good","Light, The heavens, warmth","Dragon magazine #290 - Red Sails: Bright Sun, Mother Earth",
"Svarozic","divine level unknown","Neutral Good","Earthly fire","Dragon magazine #290 - Red Sails: Bright Sun, Mother Earth",
"Swulljagoor","Demigod","Chaotic Evil","Frog folk","White Dwarf magazine #40 - Inhuman Gods part II",
"Syeret","Demigod","Chaotic Good","creativity, inspiration, Light","Races of Destiny",
"Syn","divine level unknown","not listed","truth","Gods, Demi-Gods & Heroes",
"Syranita","Intermediate deity","Neutral Good","Aarakocra, protection, Sky, watchfulness","Warriors of Heaven, On Hallowed Ground, Monster Mythology",
"Syreth","divine level unknown","Lawful Neutral","Community, protection","Complete Warrior",
"Syrul","Lesser deity","Neutral Evil (Lawful Evil)","deceit, false promises, Lies, treachery","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, The Scarlet Brotherhood, Player's Guide to Greyhawk, The Temple of Elemental Evil, Dragon magazine #88 - Gods of the Suel Pantheon",
"T'Ka-Boolk'na","Demigod","Neutral","Crabmen","White Dwarf magazine #39 - Inhuman Gods part I",
"T'zen'kil","Lesser deity","Neutral Evil","pain, suffering, torture","Dragon magazine #214 - Ecology of the Neogi",
"Tai Yang Ti Chun","divine level unknown","not listed","the sun","Gods, Demi-Gods & Heroes",
"Taiia","Greater deity","Neutral","creation, destruction, mortal life and death","Deities & Demigods (Third Edition)",
"Takhisis","Greater deity","Lawful Evil","Darkness, evil, evil dragons, hate, night, tyranny","Dragonlance Campaign Setting (Third Edition), On Hallowed Ground, Dragonlance Adventures",
"Talisid","Demigod","Neutral Good","Guardinals","Warriors of Heaven",
"Talminen","Lesser deity","Chaotic Good","freedom","Dragon magazine #119 - The Uldra",
"Talon","Demigod","Lawful Evil","death","Dragon magazine #223 - Primal Rage",
"Talona (Sss'thasine'ss)","Lesser deity/Demigoddess","Chaotic Evil","disease, poison, poisoning, venomous creatures","Serpent Kingdoms, Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), On Hallowed Ground, Faiths & Avatars, Forgotten Realms Adventures, Dragon magazine #54 - Down-to-earth divinity",
"Talos (Kozah)","Greater deity","Chaotic Evil","blizzards, conflagration, destruction, earthquakes, hurricanes, ocean storms, ravaging beasts and monsters, rebellion, storms, strife, vortices","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Arcane Age: The Empire of Netheril (as Kozah), On Hallowed Ground, Faiths & Avatars, Forgotten Realms Adventures, Dragon magazine #54 - Down-to-earth divinity",
"Tamara","Lesser deity/Intermediate deity/Greater deity","Neutral Good","forgiveness, life, Light, mercy","Draconomicon (Third Edition), Cult of the Dragon, Draconomicon (Second Edition)",
"Tammatar","divine level unknown","not listed","The oak tree","Gods, Demi-Gods & Heroes",
"Tane","divine level unknown","not listed","Forests, woodworkers","Dragon magazine #20 - The Mythos of Polynesia in Dungeons & Dragons",
"Tangadorn","divine level unknown","Neutral","The sky dwellers","The Unknown Gods",
"Tangoroa","divine level unknown","not listed","builders and carpenters, fishermen, The ocean","Dragon magazine #20 - The Mythos of Polynesia in Dungeons & Dragons",
"Tapann","Lesser deity","Chaotic Neutral","korreds","Dragon magazine #119 - The Ecology of the Korred",
"Tapio","divine level unknown","not listed","The forests","Gods, Demi-Gods & Heroes",
"Tar-Ark","divine level unknown","Neutral Good","Invisible","The Unknown Gods",
"Tarastia","Lesser deity","Lawful Neutral","Justice, revenge","Warriors of Heaven",
"Tardome","divine level unknown","Neutral","Aerial warfare and falcons","The Unknown Gods",
"Tarmanel","divine level unknown","Neutral Good","Air, Sky, weather","Imagine magazine #26 - The Gods of Pelinore",
"Tarmuid","Demigod","Lawful Neutral","Illumians, languages, magic","Races of Destiny",
"Tarsellis Meunniduin","Intermediate deity","Chaotic Neutral","Mountains, rivers, snow elves, wilderness","Dragon magazine #236 - The Seldarine Revisited, Dragon magazine #155 - In the Frost and the Snow",
"Task","Lesser deity/Greater deity","Chaotic Evil","Greed and selfishness","Cult of the Dragon, Draconomicon (Second Edition)",
"Tawhiri","divine level unknown","not listed","Storms & winds","Dragon magazine #20 - The Mythos of Polynesia in Dungeons & Dragons",
"Tchazzar","divine level unknown","Chaotic Evil","battle, Chessenta, strength, Victory","Lost Empires of Faerun",
"Tefnut","Intermediate deity/Lesser deity","Neutral Good (Lawful Good)","Rain, running water, storms","Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Tel Star","divine level unknown","Chaotic Neutral","Northern stars","The Unknown Gods",
"Telchur","Lesser deity","Chaotic Neutral","Cold, north wind, winter","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Frostburn, Complete Divine, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Dragon magazine #265 - The Oeridian Lesser Gods, Player's Guide to Greyhawk, The Temple of Elemental Evil",
"Tem-Et-Nu","divine level unknown","Lawful Neutral","rivers","Sandstorm",
"Temanamat","divine level unknown","not listed","Life/fertility","Dragon magazine #24 - Choir Practice at the First Church of Lawful Evil (Orthodox): The Ramifications of Alignment",
"Tempus (Targus)","Greater deity","Chaotic Neutral","battle, berserkers, duels, plunder, Portfoio: War, skill-at-arms, warriors","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Arcane Age: The Empire of Netheril (as Targus), On Hallowed Ground, Faiths & Avatars, Forgotten Realms Adventures, Dragon magazine #54 - Down-to-earth divinity",
"Tenjin","divine level unknown","not listed","Calligraphy","Dragon magazine #13 - The Japanese Mythos",
"Tephaneron","Intermediate deity","Chaotic Neutral","athletes, battle, success, warriors","Ghostwalk",
"Terhenetar","divine level unknown","not listed","The clouds","Gods, Demi-Gods & Heroes",
"Teros","divine level unknown","Chaotic Good","The forest","The Unknown Gods",
"Terra","Greater deity","Lawful Neutral","creation, Earth","Warriors of Heaven",
"Teth Tufa","divine level unknown","Neutral Good","Gnomes","The Unknown Gods",
"Tethrin Veralde","Demigod","Neutral Good","Bladesingers, swordsmanship","Dragon magazine #236 - The Seldarine Revisited",
"Tezca","divine level unknown","Chaotic Evil","heat, sunlight","Maztica Campaign Set",
"Tezcatlipoca (Apocatequil)","Greater deity/Intermediate deity","Chaotic Evil (Neutral Evil)","lightning, mischief, moon, Night and treachery, scheming and betrayals, sun","Dragon magazine #352 - Class Acts: Aztec Mythos I, http://www.wizards.com/rpga/downloads/LG_Deities.zip, Dragon magazine #283 - Do-It-Yourself Deities, The Scarlet Brotherhood, Legends & Lore (Second Edition), Deities & Demigods (First Edition)",
"Thakta Tylden","divine level unknown","not listed","War","Dragon magazine #24 - Choir Practice at the First Church of Lawful Evil (Orthodox): The Ramifications of Alignment",
"Thanatos","divine level unknown","Lawful Evil","death","The Unknown Gods",
"Thard Harr","Lesser deity","Chaotic Good","Hunting, jungle survival, Wild dwarves","Faiths & Pantheons, Demihuman Deities",
"Tharizdun (Elder Elemental Eye)","Intermediate deity/Greater deity","Neutral Evil","Decay, elemental evil, Entropy, Eternal darkness, insanity, malign knowledge","Lords of Madness, http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Dragon magazine #294 - Beings of Power, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Player's Guide to Greyhawk, On Hallowed Ground, The Temple of Elemental Evil",
"Tharmekhul","Demigod","Neutral","Fire, the forge, Warfare","Races of Stone",
"Thautam","Intermediate deity","Neutral","Darkness, magic","Races of Stone",
"Theleya","Intermediate deity","Neutral","fertility, growth","Races of Stone",
"Themis","Intermediate deity","Lawful Neutral","Elemental earth, Justice","The Vortex of Madness and Other Planar Perils",
"Tholtanooma","divine level unknown","not listed","War","Dragon magazine #24 - Choir Practice at the First Church of Lawful Evil (Orthodox): The Ramifications of Alignment",
"Thor","Greater deity/Intermediate deity","Chaotic Good","Crops, Sky, storms, thunder, War, weather","Deities & Demigods (Third Edition), Dragon magazine #283 - Do-It-Yourself Deities, Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Thoth","Intermediate deity/Lesser deity/Greater deity","Neutral","engineering, invention, knowledge, Learning, neutral magic, science, scribes, secrets, wisdom","Sandstorm, Faiths & Pantheons, Deities & Demigods (Third Edition), Dragon magazine #283 - Do-It-Yourself Deities, Warriors of Heaven, Powers & Pantheons, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Thrig'ki","Lesser deity","Neutral Evil","love (envy/jealousy)","Dragon magazine #214 - Ecology of the Neogi",
"Thrud","divine level unknown","not listed","not listed","Gods, Demi-Gods & Heroes",
"Thrym","Lesser deity/Intermediate deity","Chaotic Evil","Cold, frost giants, ice, magic, War","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Frostburn, Complete Divine, Deities & Demigods (Third Edition), Defenders of the Faith, Dragon magazine #283 - Do-It-Yourself Deities, Legends & Lore (Second Edition), Deities & Demigods (First Edition)",
"Thunder (Heng)","Intermediate deity/Lesser deity","Chaotic Good (Lawful Good)","Good Fortune, thunder, weather","Legends & Lore (Second Edition), Deities & Demigods (First Edition)",
"Thunor","Lesser deity","Chaotic Neutral","Might and strength","Dragon magazine #263 - Hearth & Sword",
"Tiamat (Lotan)","Lesser deity","Lawful Evil","Chessenta, chromatic dragons, conquest, Cult of the Dragon, evil dragons, evil reptiles, fighters, Greed, sorcerers, thieves, vandals","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Draconomicon (Third Edition), Faiths & Pantheons, Deities & Demigods (Third Edition), Forgotten Realms Campaign Setting (Third Edition), Defenders of the Faith, Cult of the Dragon, Powers & Pantheons, On Hallowed Ground, Monster Mythology, Dragon magazine #16 - Near Eastern Mythos",
"Tika-Nahu","divine level unknown","Chaotic Good","Campfires","The Unknown Gods",
"Tinirau","divine level unknown","not listed","Fish","Dragon magazine #20 - The Mythos of Polynesia in Dungeons & Dragons",
"Tir","Lesser deity","Lawful Neutral","Glory and honor","Dragon magazine #263 - Hearth & Sword",
"Tishtrya","divine level unknown","Lawful Good","The Rain","Dragon magazine #12 - The Persian Mythos",
"Titania","Greater deity","Chaotic Good (Neutral Good)","Faerie folk and realms, Friendship, magic","Warriors of Heaven, On Hallowed Ground, Monster Mythology",
"Titans","Intermediate deities/Greater and Lesser deities","any","special","The Vortex of Madness and Other Planar Perils, Legends & Lore (Second Edition)",
"Tlaloc","Intermediate deity/Greater deity","Lawful Evil","Rain and moisture","Dragon magazine #354 - Aztec Mythos II, Dragon magazine #283 - Do-It-Yourself Deities, The Scarlet Brotherhood, Legends & Lore (Second Edition), Deities & Demigods (First Edition)",
"Tlazolteotl","Intermediate deity/Lesser deity","Chaotic Evil","Bodily pleasure and vice","Dragon magazine #283 - Do-It-Yourself Deities, Legends & Lore (Second Edition), Deities & Demigods (First Edition)",
"Tobadzistsini","Lesser deity","Neutral Evil","War","Deities & Demigods (First Edition)",
